Dataset,Model,Silhouette,Davies_Bouldin,Calinski_Harabasz,Tuning_Time_Seconds,Training_Time_Seconds
NEW,KMeans,0.1462663118691107,2.274600061290273,1034.400818363163,922.28,0
OLD,KMeans,0.12982390976674538,2.553309150509579,777.4175089438746,1489.19,0
