K,Silhouette,Davies_Bouldin,Calinski_Harabasz
2,0.12357611660519127,2.583991486009367,3045.0650749702963
3,0.07726982706022419,2.988141643098223,2471.592630540971
4,0.07164886567334153,2.8291377572011083,2188.6169669328797
5,0.07013746922570942,2.713785531755102,1938.4524267464953
6,0.06948502165868996,2.608731731444363,1779.312777284666
7,0.06702536562281904,2.5816411448768832,1638.0247026532634
8,0.058651165702404584,2.6248834280767444,1524.4140244018176
9,0.05582252750115452,2.563568536976855,1421.4623452742644
10,0.050503979289232705,2.6375510356747602,1314.4898015076906
